Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg03807842	ADAP1	NM_006869	Body	chr7:965987-966266
cg03825175	ODZ4	NM_001098816	Body	chr11:78780676-78781048
cg03839161	SSTR5	NM_001053;NR_027242	TSS200	chr16:1128223-1130394
cg03839161	LOC146336	NM_001053;NR_027242	Body	chr16:1128223-1130394
cg03843721	LOC100192426	NR_024419;NM_002845;NM_001105244	TSS1500	chr18:8367273-8367599
cg03843721	PTPRM	NR_024419;NM_002845;NM_001105244	Body	chr18:8367273-8367599
cg03845852	CDH18	NM_001167667;NM_004934	5'UTR	
cg03866192	RAP1GAP2	NM_001100398;NM_015085	TSS200	
cg03880407	VIPR2	NM_003382	Body	
cg03885119	GFRA1	NM_001145453;NM_005264;NM_145793	Body	chr10:117884813-117885029
cg03891384	MYOCD	NM_153604;NM_001146312;NM_001146313	Body	
cg03891384	MYOCD	NM_153604;NM_001146312;NM_001146313	3'UTR	
cg03892781	CRTAC1	NM_018058	Body	
cg03928812	TCN1	NM_001062	TSS1500	
cg03940776	SYNJ2	NM_003898	Body	
cg03942042	GABRB3	NM_000814;NM_021912	Body	
cg03954858	FAM83F	NM_138435	Body	
cg03956353	EPS8L3	NM_139053;NM_024526;NM_133181	TSS200	
cg03964696	PCGF1	NM_032673	Body	chr2:74734322-74735273
cg03973622	MSI2	NM_138962;NM_170721	Body	
cg03987648	MAML3	NM_018717	Body	
cg03996822	RASSF6	NM_177532;NM_201431	TSS1500	chr4:74486044-74486258
cg04003327	ESPNL	NM_194312;NM_016510	TSS1500	chr2:239009072-239009361
cg04003327	SCLY	NM_194312;NM_016510	3'UTR	chr2:239009072-239009361
cg04012681	ADARB2	NM_018702	Body	
cg04021562	SLC44A4	NM_025257	Body	
cg04022112	COL11A2	NM_080679;NM_080681;NM_080680	Body	
cg04044224	RAB17	NM_022449	TSS200	
cg04056504	MEI1	NM_152513	TSS1500	chr22:42095414-42096189
cg04062190	GRM3	NM_000840	Body	chr7:86415620-86416112
cg04063348	IL17F	NM_052872	TSS200	
cg04064032	TCF7L2	NM_001146284;NM_001146285;NM_030756;NM_001146274;NM_001146286;NM_001146283	Body	
cg04064672	MAGEC2	NM_016249	3'UTR	
cg04068564	ZNF831	NM_178457	Body	chr20:57797223-57797441
cg04071104	CHDH	NM_018397	5'UTR	chr3:53879638-53880831
cg04089800	POMGNT1	NM_017739;NR_024332	3'UTR	
cg04089800	POMGNT1	NM_017739;NR_024332	Body	
cg04091702	MARVELD2	NM_001038603;NM_144724	5'UTR	chr5:68710807-68711520
cg04092803	LRCH1	NM_015116;NM_001164213;NM_001164211	Body	
cg04119303	HCCA2	NM_053005	Body	
cg04130356	MSLN	NM_005823;NM_013404	TSS1500	
cg04136369	HNF1B	NM_000458;NM_001165923	Body	
cg04139895	GABRG3	NM_033223	Body	
cg04142010	PDGFD	NM_025208;NM_033135	Body	chr11:103907405-103907990
cg04149603	MMD2	NM_198403;NM_001100600	3'UTR	
cg04150276	GNPNAT1	NM_198066	5'UTR	chr14:53257664-53258400
cg04157979	MCF2L	NM_001112732;NM_024979	Body	chr13:113648343-113649601
cg04170440	OPRM1	NM_001145283;NM_001008503;NM_001145281;NM_001145282;NM_000914;NM_001145287;NM_001145284;NM_001145286;NM_001008504;NM_001145285;NM_001145280;NM_001145279;NM_001008505	Body	
cg04170440	OPRM1	NM_001145283;NM_001008503;NM_001145281;NM_001145282;NM_000914;NM_001145287;NM_001145284;NM_001145286;NM_001008504;NM_001145285;NM_001145280;NM_001145279;NM_001008505	5'UTR	
cg04171808	CD44	NM_001001389;NM_001001392;NM_000610;NM_001001390;NM_001001391	Body	
cg04175877	ERBB2IP	NM_018695;NM_001006600	Body	
cg04177132	PSD4	NM_012455;NR_029399	Body	chr2:113956343-113957042
cg04177132	LOC440839	NM_012455;NR_029399	Body	chr2:113956343-113957042
cg04177287	KCNIP4	NM_147182	5'UTR	
cg04184278	GYS2	NM_021957;NM_021957	5'UTR	
cg04184278	GYS2	NM_021957;NM_021957	1stExon	
cg04184297	SLC16A3	NM_001042422;NM_004207	TSS200	chr17:80186135-80189990
cg04184297	SLC16A3	NM_001042422;NM_004207	TSS1500	chr17:80186135-80189990
cg04189381	LRFN2	NM_020737	Body	chr6:40359770-40360438
cg04198360	PEG10	NM_015068;NM_001040152	3'UTR	chr7:94293609-94293864
cg04218124	VIL1	NM_007127	5'UTR	
cg04234190	MACF1	NM_012090	Body	chr1:39570665-39571859
cg04245402	C19orf21	NM_173481	5'UTR	
cg04256345	C10orf82	NM_144661	Body	chr10:118429430-118429853
cg04260584	REV1	NM_016316;NM_001037872	Body	
cg04262934	HSD17B8	NM_014234	Body	chr6:33175561-33176387
cg04267828	C16orf74	NM_206967	3'UTR	chr16:85743485-85744078
cg04275506	VPS13D	NM_015378;NM_018156	Body	
cg04277677	CARD10	NM_014550	Body	chr22:37914768-37915883
cg04300867	GABRG3	NM_033223	Body	
cg04301614	C4orf19	NM_018302;NM_018302;NM_001104629	5'UTR	
cg04301614	C4orf19	NM_018302;NM_018302;NM_001104629	1stExon	
cg04304255	PCDH9	NM_203487;NM_020403	Body	
cg04309194	SLC6A19	NM_001003841	TSS200	chr5:1201443-1202138
cg04310488	SLC22A2	NM_003058	Body	chr6:160679377-160679701
cg04321126	KIF6	NM_145027	Body	
cg04339360	KLF5	NM_001730	Body	chr13:73632860-73634370
cg04344190	WWOX	NM_016373;NM_130791	Body	
cg04384112	CFDP1	NM_006324	Body	
cg04388863	ABCC11	NM_032583;NM_145186	TSS1500	
cg04403423	ATP1A1	NM_001160233;NM_000701	Body	chr1:116915291-116916813
cg04412099	DLG2	NM_001142699;NM_001364;NM_001142700	Body	
cg04424621	HIST1H2BJ	NM_021058	TSS1500	chr6:27100174-27101124
cg04425005	ZNF827	NM_178835	Body	
cg04432875	ATP11A	NM_015205;NM_032189	Body	chr13:113410004-113410362
cg04435632	LOXL1	NM_005576	Body	
cg04435807	ANKRD22	NM_144590	Body	
cg04443360	DDC	NM_001082971	TSS200	
cg04444415	ATP13A4	NM_032279	TSS200	
cg04466743	RIN2	NM_018993	Body	
cg04470085	KCNS3	NM_002252	Body	
cg04470557	SLC22A4	NM_003059	Body	chr5:131629230-131630797
cg04476846	HOMER1	NM_004272	Body	
cg04487479	COL9A1	NM_001851;NM_078485	Body	chr6:70992040-70992912
cg04487479	COL9A1	NM_001851;NM_078485	TSS1500	chr6:70992040-70992912
cg04499029	LYL1	NM_005583	Body	chr19:13208343-13210525
cg04502620	DOC2A	NM_003586	Body	chr16:30022651-30023007
cg04519387	OVOL1	NM_004561	Body	chr11:65553749-65555573
cg04522625	MIR548A2	NR_030317	Body	
cg04527202	CDC14C	NR_003595	TSS1500	chr7:48963967-48964348
cg04535665	CARD17	NM_001007232;NM_033295;NM_033294;NM_001223;NM_033293;NM_033292	1stExon	
cg04535665	CASP1	NM_001007232;NM_033295;NM_033294;NM_001223;NM_033293;NM_033292	1stExon	
cg04573078	INF2	NM_001031714;NM_032714;NM_022489	TSS1500	chr14:105155520-105156573
cg04578761	ELF2	NM_201999;NM_006874	Body	chr4:140004718-140005806
cg04578761	ELF2	NM_201999;NM_006874	TSS1500	chr4:140004718-140005806
cg04578894	ADAMTS12	NM_030955	Body	
cg04579507	SLCO1B1	NM_006446	Body	
cg04588380	KRT2	NM_000423	TSS1500	
cg04590119	CHRM2	NM_001006631;NM_000739;NM_001006627;NM_001006628;NM_001006629;NM_001006632;NM_001006630;NM_001006626	5'UTR	
cg04592811	PIGL	NM_004278	Body	
cg04599341	NOXO1	NM_172167;NM_144603;NM_172168	Body	chr16:2028987-2030710
cg04625905	ATP10B	NM_025153	TSS1500	
cg04626878	PTK6	NM_005975	TSS200	chr20:62168432-62168684
cg04652282	PREX2	NM_025170;NM_024870	Body	
cg04672210	FAM169B	NM_182562	TSS200	
cg04685253	PRR12	NM_020719	Body	chr19:50119223-50119476
cg04692506	SPI1	NM_001080547;NM_003120	TSS1500	chr11:47399788-47400006
cg04699394	GREB1	NM_014668	Body	chr2:11774310-11774521
cg04703696	GBGT1	NM_021996	Body	chr9:136038416-136039577
cg04706556	LOC441204	NR_015364	Body	
cg04709703	DAGLA	NM_006133	5'UTR	chr11:61447599-61448273
cg04726374	PTRF	NM_012232	3'UTR	chr17:40556632-40557537
cg04738151	LRRC10	NM_201550;NM_201550	5'UTR	
cg04738151	LRRC10	NM_201550;NM_201550	1stExon	
cg04749433	TOMM20L	NM_207377	TSS1500	chr14:58862541-58863209
cg04756577	PURG	NM_001015508	3'UTR	
cg04756594	SLC5A11	NM_052944;NM_052944	1stExon	
cg04756594	SLC5A11	NM_052944;NM_052944	5'UTR	
cg04761746	SCOC	NM_032547	TSS1500	chr4:141173834-141174567
cg04781494	CASP10	NM_032977;NM_032974;NM_001230	TSS1500	
cg04804772	CALHM3	NM_001129742;NM_001129742	5'UTR	
cg04804772	CALHM3	NM_001129742;NM_001129742	1stExon	
cg04806409	TFF3	NM_003226	1stExon	
cg04823796	ENTPD2	NM_203468;NM_001246	TSS1500	chr9:139947906-139948937
cg04827379	C10orf96	NM_198515	TSS1500	
cg04830316	OPTC	NM_014359	Body	
cg04847649	PLCH2	NM_014638	TSS1500	chr1:2409757-2410049
cg04861230	CRP	NM_000567	3'UTR	
cg04862002	NTN1	NM_004822	Body	
cg04877910	VAMP8	NM_003761	TSS200	
cg04878813	TRIM60	NM_152620	TSS200	
cg04883026	SPTBN2	NM_006946	Body	
cg04885825	ROR1	NM_005012;NM_001083592	Body	
cg04886221	SYTL1	NM_032872	5'UTR	
cg04894958	CLSTN2	NM_022131	Body	
cg04905079	ProSAPiP1	NM_014731	TSS200	chr20:3148649-3149060
cg04913974	SLC35F4	NM_001080455	TSS200	
cg04915566	RUNX1	NM_001754;NM_001754	5'UTR	
cg04915566	RUNX1	NM_001754;NM_001754	1stExon	
cg04930921	HGFAC	NM_001528	Body	chr4:3449650-3449995
cg04990472	FLJ44817	NM_001161498	TSS1500	chr14:69950459-69951916
cg04994456	RNF186	NM_019062;NM_019062	5'UTR	
cg04994456	RNF186	NM_019062;NM_019062	1stExon	
cg04996020	SLC26A3	NM_000111	TSS1500	
cg05002602	VTI1B	NM_006370	Body	chr14:68140972-68141882
cg05007126	SDCBP2	NM_080489	TSS1500	
cg05053979	FOXN3	NM_005197;NM_001085471	Body	
cg05087455	RNF144A	NM_014746	Body	chr2:7172296-7172512
cg05104811	PACRG	NM_152410;NM_001080378;NM_001080379	Body	chr6:163520984-163521585
cg05125838	UCN2	NM_033199;NM_000094	TSS1500	
cg05125838	COL7A1	NM_033199;NM_000094	3'UTR	
cg05131629	NYX	NM_022567;NM_022567	5'UTR	
cg05131629	NYX	NM_022567;NM_022567	1stExon	
cg05133853	HBBP1	NR_001589	TSS200	
cg05138403	ITPK1	NM_001142593;NM_014216;NM_001142594	Body	
cg05155595	ANXA4	NM_001153	5'UTR	
cg05163071	RETNLB	NM_032579	TSS1500	
cg05165825	GAS7	NM_201432;NM_001130831;NM_201433;NM_003644	Body	
cg05177629	SEMG1	NM_003007	TSS1500	
cg05178291	SAA1	NM_199161;NM_000331	TSS200	
cg05193538	MAN1C1	NM_020379	Body	chr1:26097904-26098107
cg05198900	MUPCDH	NM_021924;NM_031264	TSS200	chr11:624780-625053
cg05204193	MAP3K7IP3	NM_152787	5'UTR	chrX:30906901-30907728
cg05205932	PRKG2	NM_006259	Body	
cg05208878	PRAME	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	TSS200	chr22:22901386-22901698
cg05208878	PRAME	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	5'UTR	chr22:22901386-22901698
cg05208878	PRAME	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	1stExon	chr22:22901386-22901698
cg05208878	LOC648691	NM_206956;NM_006115;NM_206954;NM_006115;NR_027426;NM_206955;NM_206953;NM_206954;NM_206953	TSS200	chr22:22901386-22901698
cg05209768	FIGN	NM_018086	Body	
cg05225684	GNPNAT1	NM_198066	5'UTR	chr14:53257664-53258400
cg05226729	DEFB135	NM_001033017	TSS200	
cg05227773	ZFHX3	NM_006885;NM_001164766	3'UTR	chr16:72821140-72821592
cg05231542	CCDC108	NM_194302;NM_152389	Body	chr2:219906107-219906328
cg05240537	MIR1256	NR_031657;NM_001012755	TSS1500	
cg05240537	MCART6	NR_031657;NM_001012755	3'UTR	
cg05245070	SLC9A3R1	NM_004252	Body	chr17:72744428-72745952
cg05266816	TRIM10	NM_006778;NM_052828	Body	
cg05282518	OR4K2	NM_001005501	1stExon	
cg05292478	SMURF1	NM_181349;NM_020429	TSS1500	chr7:98741205-98741990
cg05295584	AKNAD1	NM_152763	TSS200	
cg05301852	FABP1	NM_001443	TSS1500	
cg05304531	DHDDS	NM_205861;NM_005517;NM_024887	3'UTR	chr1:26798366-26799842
cg05304531	HMGN2	NM_205861;NM_005517;NM_024887	TSS1500	chr1:26798366-26799842
cg05315321	RAD51L1	NM_133509;NM_002877;NM_133510	Body	
cg05354479	MAP3K9	NM_033141	TSS1500	chr14:71275512-71276571
cg05357695	SLC7A8	NM_182728;NM_012244;NM_182728	5'UTR	
cg05357695	SLC7A8	NM_182728;NM_012244;NM_182728	Body	
cg05357695	SLC7A8	NM_182728;NM_012244;NM_182728	1stExon	
cg05372679	SEMA6D	NM_153616;NM_153617;NM_153619;NM_020858;NM_153618	3'UTR	
cg05381729	SLCO4A1	NM_016354	5'UTR	chr20:61273277-61274917
cg05393025	RNF186	NM_019062	TSS200	
cg05395156	CAMK2G	NM_172173;NM_172169;NM_172170;NM_001222;NM_172171	Body	chr10:75633600-75634796
cg05405389	DLG2	NM_001142699;NM_001364	Body	
cg05408649	HOXC4	NM_014620	5'UTR	chr12:54445876-54446113
cg05445490	NTM	NM_001144059;NM_001048209;NM_001144058;NM_016522	Body	
cg05447343	ALDH3A1	NM_000691;NM_001135168;NM_001135167	5'UTR	chr17:19648139-19648492
cg05447343	ALDH3A1	NM_000691;NM_001135168;NM_001135167	TSS200	chr17:19648139-19648492
cg05468843	IL10RA	NR_026691;NM_001558	Body	chr11:117856638-117857298
cg05495391	FASTKD3	NM_024091	Body	chr5:7868863-7869840
cg05497175	SNAI3	NM_178310	TSS1500	chr16:88752520-88753278
cg05506480	RAB6B	NM_016577	TSS1500	chr3:133613566-133615174
cg05533037	KRTAP7-1	NM_181606	1stExon	
cg05534676	NEUROD6	NM_022728	Body	chr7:31375845-31376542
cg05544413	ECHDC1	NM_001002030;NM_001105544;NM_018479;NM_001139510;NM_001105545	5'UTR	chr6:127664192-127664755
cg05544413	ECHDC1	NM_001002030;NM_001105544;NM_018479;NM_001139510;NM_001105545	TSS200	chr6:127664192-127664755
cg05556361	RUNX1T1	NM_175635	5'UTR	
cg05576845	PPP2R2B	NM_181674;NM_001127381;NM_181677;NM_181676;NM_181675;NM_004576;NM_181678	Body	
cg05577434	GGT1	NM_001032364;NM_001032365;NM_013430;NM_005265	5'UTR	
cg05577434	GGT1	NM_001032364;NM_001032365;NM_013430;NM_005265	TSS200	
cg05583636	ARHGAP17	NM_001006634;NM_018054	Body	
cg05611719	MRPL38	NM_032478	TSS1500	chr17:73900526-73901353
cg05619785	TNXB	NM_019105	TSS1500	
cg05624196	APOD	NM_001647;NM_001647	1stExon	
cg05624196	APOD	NM_001647;NM_001647	5'UTR	
cg05652225	PLXDC1	NM_020405	Body	
cg05652551	PLS1	NM_001145319;NM_002670	Body	
cg05656364	VAMP8	NM_003761;NM_003761	5'UTR	
cg05656364	VAMP8	NM_003761;NM_003761	1stExon	
cg05664039	TRIM15	NM_033229	1stExon	
cg05694563	PEMT	NM_148172;NM_148173;NM_007169	Body	chr17:17465135-17465397
cg05699921	NUAK2	NM_030952	Body	chr1:205290232-205291035
cg05701590	KCNAB2	NM_172130;NM_003636;NM_003636;NM_172130	1stExon	chr1:6086244-6086494
cg05701590	KCNAB2	NM_172130;NM_003636;NM_003636;NM_172130	5'UTR	chr1:6086244-6086494
cg05746014	SOBP	NM_018013	Body	
cg05756446	RAVER2	NM_018211	TSS1500	chr1:65210282-65211238
cg05795849	ITPR1	NM_002222;NM_001099952;NM_001168272;NR_004428	Body	
cg05795849	EGOT	NM_002222;NM_001099952;NM_001168272;NR_004428	TSS1500	
cg05798059	MPPED2	NM_001145399;NM_001584	Body	
cg05802545	NTNG1	NM_014917;NM_001113228;NM_001113226	Body	
cg05806387	EFHC2	NM_025184	Body	chrX:44169510-44169765
cg05810129	FAM107B	NM_031453	Body	
cg05810886	ADARB2	NM_018702	Body	
cg05820087	ATP13A4	NM_032279	1stExon	
cg05821464	GRAMD4	NM_015124	Body	chr22:47058870-47059114
cg05826823	CIZ1	NM_012127;NM_004408;NM_001005336;NM_001131015	TSS1500	chr9:130965464-130966516
cg05826823	DNM1	NM_012127;NM_004408;NM_001005336;NM_001131015	Body	chr9:130965464-130966516
cg05844832	ERBB4	NM_005235;NM_001042599	Body	
cg05858079	TLR5	NM_003268	5'UTR	chr1:223316185-223316689
cg05859264	MAPK13	NM_002754	TSS1500	chr6:36098039-36098621
cg05860566	TMC7	NM_001160364;NM_024847	5'UTR	
cg05860566	TMC7	NM_001160364;NM_024847	Body	
cg05866854	GORASP2	NM_015530	TSS1500	chr2:171785474-171786399
cg05879810	NTN1	NM_004822	Body	
cg05917188	CD36	NM_001001548;NM_001127443;NM_001127444;NM_001001547;NM_001127444;NM_000072	5'UTR	
cg05917188	CD36	NM_001001548;NM_001127443;NM_001127444;NM_001001547;NM_001127444;NM_000072	1stExon	
cg05938197	HESRG	NR_027122;NM_018398	TSS1500	
cg05938197	CACNA2D3	NR_027122;NM_018398	Body	
cg05942111	RASSF3	NM_178169	Body	
cg05971592	MIR548A2	NR_030317	Body	
cg05977776	ALLC	NM_018436	Body	
cg05984508	LRP5	NM_002335	Body	
cg05985988	JARID2	NM_004973	Body	
cg05986956	AMZ1	NM_133463	5'UTR	chr7:2718826-2719124
cg05988964	KCNK9	NM_016601	3'UTR	chr8:140631096-140631332
cg05991902	ASAP2	NM_001135191;NM_003887	Body	
cg05992786	HOXC4	NM_014620;NM_153633	5'UTR	chr12:54447744-54448091
cg05992786	HOXC4	NM_014620;NM_153633	TSS1500	chr12:54447744-54448091
cg05996671	MYLK	NM_053026;NM_053028;NM_053027;NM_053025	5'UTR	
cg06001734	ACYP2	NM_138448	Body	
cg06029700	SCNN1A	NM_001159575;NM_001038;NM_001159576	Body	chr12:6472660-6473322
cg06030846	TMEM108	NM_001136469;NM_023943	Body	
cg06052255	PTN	NM_002825	5'UTR	
cg06057528	ZNF366	NM_152625	5'UTR	chr5:71756206-71756757
cg06077224	ADAP1	NM_006869	Body	chr7:976996-977272
cg06092244	STON1-GTF2A1L	NM_172311	TSS200	
cg06098276	TK1	NM_003258	Body	
cg06113001	GLYCAM1	NR_003039	Body	
cg06114171	DSCAML1	NM_020693	Body	
cg06124793	TNNT3	NM_006757;NM_001042782;NM_001042781;NM_001042780	TSS1500	
cg06132620	NHSL1	NM_001144060;NM_001144060;NM_020464	1stExon	
cg06132620	NHSL1	NM_001144060;NM_001144060;NM_020464	5'UTR	
cg06132620	NHSL1	NM_001144060;NM_001144060;NM_020464	Body	
cg06143658	NGEF	NM_019850	TSS200	
cg06149981	MUC5B	NM_002458	TSS1500	chr11:1247830-1248140
cg06159296	FAT3	NM_001008781	Body	
cg06181069	AQP10	NM_080429	TSS200	
cg06183267	AFF3	NM_002285	TSS200	
cg06204948	MARK2	NM_004954;NM_017490;NM_001039469;NM_017490;NM_001163297;NM_001163296	Body	
cg06204948	MARK2	NM_004954;NM_017490;NM_001039469;NM_017490;NM_001163297;NM_001163296	1stExon	
cg06204948	MARK2	NM_004954;NM_017490;NM_001039469;NM_017490;NM_001163297;NM_001163296	5'UTR	
cg06226703	SPATS2L	NM_015535;NM_001100424;NM_001100423;NM_001100422	5'UTR	
cg06227406	PTPRB	NM_001109754;NM_002837	Body	chr12:71003624-71004057
cg06271023	TMEM90B	NM_024893	5'UTR	chr20:24449844-24452037
cg06285439	NRP2	NM_201279;NM_018534;NM_201267;NM_003872;NM_201266	Body	
cg06288198	SNTG2	NM_018968	Body	
cg06301529	NOS2	NM_000625;NM_000625	1stExon	
cg06301529	NOS2	NM_000625;NM_000625	5'UTR	
cg06303171	FAM155A	NM_001080396	Body	
cg06358171	SSBP3	NM_001009955;NM_018070;NM_145716	Body	chr1:54821990-54822333
cg06365016	PIWIL1	NM_004764	TSS1500	chr12:130822360-130822696
cg06366789	CLYBL	NM_206808	Body	
cg06367321	LOC100271831	NR_027081;NM_024307	TSS200	
cg06367321	GDPD3	NR_027081;NM_024307	TSS1500	
cg06374472	TAAR6	NM_175067	TSS200	
cg06378990	GLI2	NM_005270	Body	
cg06379340	UNC80	NM_182587;NM_032504	3'UTR	chr2:210867172-210867705
cg06392753	IL1R1	NM_000877	Body	
cg06396265	UNC93B1	NM_030930	Body	chr11:67764918-67765256
cg06398236	DAPP1	NM_014395	1stExon	
cg06401532	PRKCB	NM_002738;NM_212535	Body	
cg06404832	OR2J3	NM_001005216	1stExon	
cg06405430	PCLO	NM_033026	Body	
cg06422039	SSTR5	NM_001053;NR_027242	TSS200	chr16:1128223-1130394
cg06422039	LOC146336	NM_001053;NR_027242	Body	chr16:1128223-1130394
cg06431347	SH3BP4	NM_014521	5'UTR	
cg06442489	ZSCAN18	NR_027135;NM_001145542	TSS1500	chr19:58629309-58630241
cg06476693	ADAMTS8	NM_007037	Body	
cg06481887	PCDH21	NM_033100	Body	
cg06485101	CCDC40	NM_017950	3'UTR	chr17:78074902-78075761
cg06489077	MAGI1	NM_015520;NM_001033057;NM_004742	Body	chr3:65534684-65535344
cg06491116	MPZL3	NM_198275	Body	
cg06506499	DHX40P	NR_002924	TSS1500	
cg06518251	ALDH3B1	NM_001161473	TSS200	
cg06518884	ETV5	NM_004454	Body	chr3:185825462-185827003
cg06530558	UNC13C	NM_001080534	TSS1500	
cg06539091	ABLIM1	NM_001003408;NM_001003407;NM_002313	Body	chr10:116391466-116391827
cg06543101	KCNK16	NM_001135107;NM_001135106;NM_001135105;NM_032115	TSS200	
cg06545761	ZCCHC14	NM_015144	3'UTR	chr16:87441387-87441671
cg06547490	PWWP2B	NM_138499;NM_001098637	3'UTR	chr10:134218268-134219615
cg06547490	PWWP2B	NM_138499;NM_001098637	Body	chr10:134218268-134219615
cg06547715	CXCR2	NM_001557;NM_001168298;NM_001557	5'UTR	
cg06547715	CXCR2	NM_001557;NM_001168298;NM_001557	1stExon	
cg06551905	FAM167A	NM_053279	5'UTR	
cg06559576	DSG3	NM_001944	TSS200	
cg06571687	RPH3AL	NM_006987	Body	chr17:152117-152438
cg06586046	CCDC40	NM_017950	Body	chr17:78039291-78039547
cg06589239	ADAP1	NM_006869	Body	chr7:959724-959959
cg06601993	CD36	NM_001001547	5'UTR	
cg06602545	KIAA0513	NM_014732	Body	
cg06616512	BDKRB2	NM_000623	5'UTR	
cg06618764	AMZ1	NM_133463	TSS200	chr7:2718826-2719124
cg06621452	MALL	NM_005434	Body	chr2:110872945-110873587
cg06631999	STMN1	NM_001145454	Body	
cg06634862	LNX1	NM_001126328;NM_001126328	5'UTR	
cg06634862	LNX1	NM_001126328;NM_001126328	1stExon	
cg06635849	SNCAIP	NM_005460	Body	
cg06640374	PFKFB2	NM_006212;NM_001018053	3'UTR	
cg06640374	PFKFB2	NM_006212;NM_001018053	Body	
cg06648156	GPX6	NM_182701	Body	
cg06650067	DENND4A	NM_005848;NM_001144823	TSS1500	chr15:66083839-66084925
cg06650260	NR0B2	NM_021969;NM_021969	1stExon	
cg06650260	NR0B2	NM_021969;NM_021969	5'UTR	
cg06653796	LIME1	NM_017806	TSS200	chr20:62368955-62371962
cg06679878	TMEM132D	NM_133448	Body	
cg06690548	SLC7A11	NM_014331	Body	
cg06720467	SFN	NM_006142	TSS200	chr1:27189912-27190128
cg06725798	H1FOO	NM_153833	Body	
cg06729723	SBF1	NM_002972	3'UTR	chr22:50885457-50885710
cg06746365	PRKAG2	NM_016203;NM_001040633	Body	
cg06749480	PBX1	NM_002585	Body	
cg06758255	TOX3	NM_001080430;NM_001146188	Body	
cg06761377	SLC25A34	NM_207348	TSS200	
cg06762457	ZC3H12D	NM_207360	TSS1500	
cg06768010	LOC151534	NR_024606;NM_001009812	TSS1500	chr2:74729399-74731166
cg06768010	LBX2	NR_024606;NM_001009812	Body	chr2:74729399-74731166
cg06784466	FPR3	NM_002030	TSS1500	
cg06790305	KRTAP19-8	NM_001099219	TSS1500	
cg06796381	GJA5	NM_005266;NM_181703	5'UTR	
cg06796381	GJA5	NM_005266;NM_181703	TSS1500	
cg06800840	OASL	NM_003733;NM_198213	Body	
cg06817669	C15orf5	NR_026813;NM_024776	TSS1500	
cg06817669	SGK269	NR_026813;NM_024776	5'UTR	
cg06821582	TMEM108	NM_023943;NM_001136469	3'UTR	
cg06829681	TEAD1	NM_021961	Body	
cg06834507	C1orf106	NM_001142569;NM_018265	Body	chr1:200880593-200881270
cg06834689	PACRG	NM_152410;NM_001080378;NM_001080379	Body	
cg06850526	SLC38A10	NM_138570;NM_001037984	TSS1500	chr17:79268367-79269467
cg06873401	LHFPL2	NM_005779	Body	
cg06887897	C4orf6	NM_005750	TSS1500	
cg06909630	SCNN1D	NM_001130413;NM_002978	TSS1500	
cg06928797	SIK3	NM_025164	Body	chr11:116968849-116969512
cg06951647	COL4A2	NM_001846	Body	
cg06963192	C1orf9	NM_016227;NM_014283	Body	
cg06978514	KANK4	NM_181712	3'UTR	
cg06994016	TMEM72	NM_001123376;NM_001123376	5'UTR	
cg06994016	TMEM72	NM_001123376;NM_001123376	1stExon	
cg06995408	LHCGR	NM_000233	Body	
cg07008343	KRT28	NM_181535	TSS200	chr17:38953213-38953513
cg07010146	CALHM3	NM_001129742	TSS1500	
cg07010486	PLEKHA6	NM_014935	5'UTR	
cg07018087	FGF18	NM_003862	Body	
cg07020596	CTNNA3	NM_001127384;NM_013266	Body	
cg07030373	EPB41L1	NM_177996	TSS1500	
cg07037032	AKR7A3	NM_012067	Body	chr1:19614998-19615660
cg07037412	CACNA1H	NM_021098;NM_001005407	Body	chr16:1235938-1237262
cg07039423	KCP	NM_199349;NM_001135914	Body	chr7:128530629-128531356
cg07042532	CREB5	NM_004904;NM_182899;NM_182898	TSS1500	
cg07042532	CREB5	NM_004904;NM_182899;NM_182898	5'UTR	
cg07042532	CREB5	NM_004904;NM_182899;NM_182898	Body	
cg07046101	KCNK15	NM_022358	3'UTR	chr20:43378668-43379438
cg07048044	IGF2BP3	NM_006547	Body	
cg07058998	CCDC68	NM_001143829;NM_025214	TSS200	chr18:52626517-52626849
cg07058998	CCDC68	NM_001143829;NM_025214	5'UTR	chr18:52626517-52626849
cg07059469	ESR1	NM_001122740;NM_001122742;NM_000125;NM_001122741	3'UTR	
cg07060794	IGF2BP3	NM_006547	Body	
cg07091529	FAM49A	NM_030797	5'UTR	
cg07101732	CA10	NM_001082533;NM_020178;NM_001082534	Body	
cg07109745	STIM1	NM_003156	Body	
cg07110009	OSBPL3	NM_015550;NM_145322;NM_145320;NM_145321	5'UTR	
cg07129669	CACNA2D2	NM_001005505;NM_006030	Body	chr3:50402103-50402942
cg07169660	LOC100130581	NR_027413;NR_027412	TSS1500	
cg07175197	SYT6	NM_205848	5'UTR	
cg07175433	KCNIP4	NM_147182	5'UTR	chr4:21950085-21950346
cg07177437	ITLN1	NM_017625	Body	
cg07180571	CLASP1	NM_001142273;NM_015282;NM_001142274	Body	
